gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score,sum_click
M,South Region,A Level or Equivalent,80-90%,35-55,0,45,N,Distinction,90.11111111111111,4803.0
M,South Region,HE Qualification,90-100%,35-55,0,90,N,Pass,60.76923076923077,1059.0
M,London Region,HE Qualification,30-40%,35-55,0,30,N,Distinction,84.2,1986.0
M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Distinction,97.4,1482.0
M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,70,N,Distinction,92.88888888888889,504.0
M,Scotland,HE Qualification,90-100%,35-55,0,175,N,Fail,0.0,
F,Scotland,A Level or Equivalent,60-70%,35-55,1,30,N,Pass,58.666666666666664,415.0
F,East Anglian Region,Lower Than A Level,10-20%,35-55,0,90,N,Pass,74.5,601.0
M,North Region,Lower Than A Level,70-80%,35-55,1,30,N,Pass,66.33333333333333,680.0
M,South West Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,51.4,814.0
M,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,Distinction,96.33333333333333,2820.0
M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,65.14285714285714,1700.0
M,Wales,Lower Than A Level,10-20%,35-55,0,60,N,Distinction,85.4375,8425.0
F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,150,N,Fail,0.0,
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,30,N,Pass,62.75,2044.0
F,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction,86.77777777777777,5781.0
M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,89.76923076923077,6826.0
F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,150,N,Pass,62.0,847.0
F,South West Region,HE Qualification,40-50%,35-55,0,30,N,Pass,67.88888888888889,4709.0
F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,79.88888888888889,3885.0
M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,78.0,1204.0
M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Distinction,94.22222222222223,3652.0
F,North Region,HE Qualification,0-10%,55<=,1,270,N,Pass,60.0,606.0
M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Pass,74.88888888888889,2991.0
F,Scotland,Lower Than A Level,80-90%,0-35,0,90,N,Distinction,95.77777777777777,7142.0
M,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,N,Pass,69.85,4405.0
F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,94.2,1414.0
M,Scotland,A Level or Equivalent,10-20%,35-55,0,30,Y,Pass,70.2,1777.0
M,London Region,HE Qualification,80-90%,35-55,0,30,N,Distinction,95.0,2917.0
M,South Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,62.0,803.0
F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,0.0,1.0
M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,82.95238095238095,7657.0
F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,44.0,571.0
F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,91.9375,2711.0
M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,78.0,484.0
M,West Midlands Region,HE Qualification,20-30%,35-55,0,150,N,Pass,53.5,520.0
F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,91.44444444444444,3731.0
M,North Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,68.78947368421052,1239.0
M,Ireland,HE Qualification,0-10%,35-55,0,60,N,Distinction,85.53846153846153,10725.0
M,Scotland,HE Qualification,70-80%,35-55,1,40,N,Pass,48.333333333333336,1272.0
M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,150,N,Fail,23.333333333333332,359.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,81.25,1133.0
F,North Region,Lower Than A Level,0-10%,35-55,0,120,N,Distinction,96.42857142857143,4593.0
F,Scotland,HE Qualification,30-40%,35-55,0,90,N,Fail,0.0,49.0
M,Scotland,HE Qualification,80-90%,0-35,1,30,N,Pass,69.0,982.0
M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,88.33333333333333,1773.0
F,North Western Region,A Level or Equivalent,10-20%,35-55,0,60,Y,Fail,0.0,18.0
M,London Region,HE Qualification,50-60%,55<=,0,60,N,Distinction,83.22222222222223,2721.0
M,London Region,HE Qualification,0-10%,35-55,0,30,N,Distinction,97.44444444444444,5590.0
M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,40.333333333333336,593.0
M,Ireland,Lower Than A Level,10-20%,35-55,0,30,N,Distinction,84.55555555555556,1251.0
M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,90.88888888888889,825.0
M,London Region,Post Graduate Qualification,10-20%,35-55,0,60,N,Distinction,92.77777777777777,2918.0
M,Scotland,HE Qualification,0-10%,35-55,0,30,N,Distinction,88.4,6355.0
M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,69.0,711.0
M,South West Region,A Level or Equivalent,20-30%,35-55,1,30,N,Pass,60.55555555555556,1479.0
F,Scotland,HE Qualification,20-30%,35-55,0,90,N,Fail,33.0,466.0
M,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,64.75,364.0
M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,92.22222222222223,5590.0
M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,75.0,351.0
M,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,83.0952380952381,4037.0
M,Wales,Lower Than A Level,90-100%,35-55,0,90,N,Pass,80.0,1538.0
F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Fail,0.0,115.0
M,Scotland,A Level or Equivalent,60-70%,35-55,1,30,N,Pass,65.2,956.0
M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,73.4,396.0
F,Scotland,Lower Than A Level,10-20%,35-55,0,30,N,Distinction,91.8,2125.0
F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,0.0,63.0
M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction,85.0,526.0
M,South East Region,Lower Than A Level,90-100%,35-55,0,90,N,Pass,74.2,469.0
F,Scotland,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,52.666666666666664,1154.0
F,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,80.0,1782.0
M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,95.21428571428571,2025.0
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Distinction,91.66666666666667,8552.0
F,North Region,Lower Than A Level,0-10%,35-55,0,90,N,Distinction,95.4,5037.0
M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,88.33333333333333,5488.0
M,Ireland,Lower Than A Level,70-80%,0-35,1,60,N,Pass,50.5,2301.0
M,Yorkshire Region,No Formal quals,30-40%,0-35,0,90,N,Pass,72.66666666666667,274.0
M,South East Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,76.33333333333333,705.0
M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,33.0,280.0
M,Yorkshire Region,HE Qualification,0-10%,35-55,0,30,N,Pass,67.0,64.0
M,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass,67.33333333333333,3392.0
M,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Distinction,84.52380952380952,8456.0
F,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Distinction,87.44444444444444,3687.0
F,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,83.0,273.0
M,West Midlands Region,HE Qualification,0-10%,35-55,0,120,N,Fail,44.0,130.0
M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,62.375,1441.0
M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,85.625,1685.0
F,Wales,HE Qualification,90-100%,35-55,0,30,N,Pass,75.11111111111111,4953.0
M,East Midlands Region,Lower Than A Level,10-20%,35-55,0,30,N,Fail,0.0,5.0
M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,84.88888888888889,2669.0
M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0.0,1500.0
M,Ireland,HE Qualification,0-10%,35-55,0,30,N,Pass,60.5625,2902.0
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,98.11111111111111,5218.0
M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,51.8,555.0
M,South West Region,HE Qualification,90-100%,35-55,0,30,N,Pass,63.4,454.0
M,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,92.0,4809.0
M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,88.0,5620.0
M,Ireland,Post Graduate Qualification,0-10%,0-35,0,90,N,Distinction,93.8,997.0
F,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,60.333333333333336,3331.0
M,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction,88.6,2461.0
M,Ireland,Lower Than A Level,0-10%,35-55,0,30,N,Distinction,98.8,6569.0
M,West Midlands Region,Lower Than A Level,80-90%,0-35,1,30,N,Distinction,94.66666666666667,368.0
M,London Region,Lower Than A Level,10-20%,0-35,0,90,N,Distinction,90.15384615384616,5633.0
F,Scotland,HE Qualification,20-30%,35-55,0,90,N,Pass,56.0,170.0
M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,80.0,2382.0
M,South West Region,HE Qualification,70-80%,0-35,0,210,N,Fail,0.0,83.0
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,66.28571428571429,1626.0
M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,Distinction,87.66666666666667,1992.0
F,North Western Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,67.66666666666667,436.0
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,59.34782608695652,1584.0
F,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,65.11111111111111,5135.0
F,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,130,N,Pass,76.75,2221.0
M,Yorkshire Region,HE Qualification,50-60%,35-55,0,60,N,Pass,54.8,4064.0
M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Fail,44.0,205.0
M,North Western Region,A Level or Equivalent,20-30%,35-55,1,220,N,Fail,34.55555555555556,3013.0
F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,61.666666666666664,365.0
M,London Region,HE Qualification,0-10%,35-55,0,90,N,Fail,30.2,1563.0
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,74.4,1780.0
M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,30,N,Fail,36.785714285714285,1214.0
M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Fail,0.0,
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,0.0,233.0
M,London Region,HE Qualification,50-60%,0-35,0,60,N,Distinction,93.55555555555556,588.0
M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Distinction,87.8,8279.0
M,Ireland,Post Graduate Qualification,0-10%,35-55,0,30,N,Pass,73.0,5398.0
F,South East Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,92.5,5229.0
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Fail,0.0,36.0
M,London Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,56.333333333333336,4433.0
F,East Anglian Region,HE Qualification,40-50%,35-55,0,90,N,Distinction,90.2,5100.0
M,South East Region,HE Qualification,50-60%,35-55,0,60,N,Pass,53.833333333333336,1399.0
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,180,N,Pass,56.0,128.0
M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,77.33333333333333,1260.0
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,67.88888888888889,1169.0
M,London Region,A Level or Equivalent,10-20%,0-35,0,60,N,Distinction,86.42105263157895,4769.0
M,East Midlands Region,A Level or Equivalent,10-20%,35-55,0,120,Y,Fail,20.25,1261.0
M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass,66.66666666666667,408.0
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,100,N,Fail,20.0,171.0
F,London Region,Lower Than A Level,20-30%,35-55,0,240,N,Fail,0.0,
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,67.0,294.0
M,East Anglian Region,HE Qualification,20-30%,0-35,0,30,N,Distinction,85.5,8585.0
F,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Pass,69.44444444444444,1156.0
M,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,41.8,635.0
M,London Region,A Level or Equivalent,80-90%,35-55,0,30,Y,Fail,0.0,
F,North Western Region,Lower Than A Level,10-20%,0-35,0,90,Y,Fail,0.0,
M,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,85.55555555555556,508.0
M,South West Region,A Level or Equivalent,50-60%,35-55,0,110,N,Pass,69.0,1968.0
F,Scotland,HE Qualification,20-30%,0-35,1,210,N,Fail,41.15384615384615,5983.0
F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,67.33333333333333,111.0
F,South East Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,64.0,3768.0
M,South Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,46.23076923076923,1951.0
M,South Region,A Level or Equivalent,30-40%,0-35,1,30,N,Pass,79.6,2605.0
M,South Region,HE Qualification,70-80%,0-35,0,95,N,Pass,67.66666666666667,608.0
M,South Region,Lower Than A Level,80-90%,35-55,0,30,Y,Pass,58.6,2558.0
F,London Region,A Level or Equivalent,10-20%,0-35,0,120,N,Pass,78.25,2167.0
M,Ireland,HE Qualification,80-90%,0-35,0,90,N,Distinction,88.08333333333333,5664.0
M,North Western Region,A Level or Equivalent,0-10%,35-55,1,60,Y,Pass,66.25,4260.0
M,Wales,HE Qualification,30-40%,35-55,0,30,N,Pass,65.28571428571429,2252.0
F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,96.0,111.0
M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,68.8,1503.0
M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Fail,44.0,217.0
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,73.0,101.0
F,Scotland,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,69.71428571428571,501.0
M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,59.333333333333336,776.0
F,Yorkshire Region,HE Qualification,60-70%,0-35,0,30,N,Pass,78.66666666666667,1095.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,34.42857142857143,1438.0
M,South West Region,A Level or Equivalent,80-90%,35-55,0,150,N,Fail,0.0,20.0
M,South West Region,Lower Than A Level,10-20%,35-55,0,30,Y,Distinction,81.8,993.0
M,North Region,HE Qualification,20-30%,0-35,0,60,N,Pass,56.0,201.0
M,East Anglian Region,HE Qualification,20-30%,0-35,0,30,N,Distinction,95.6923076923077,6792.0
F,Scotland,A Level or Equivalent,30-40%,0-35,0,240,N,Distinction,91.14285714285714,5358.0
M,London Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,46.0,29.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,0.0,363.0
M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,0.0,1.0
M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,83.17647058823529,3391.0
M,South Region,A Level or Equivalent,80-90%,35-55,0,180,N,Pass,77.88888888888889,527.0
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction,81.15384615384616,7219.0
M,South Region,Lower Than A Level,40-50%,0-35,0,120,Y,Fail,0.0,
M,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,73.91666666666667,1739.0
M,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,74.66666666666667,1620.0
M,Scotland,HE Qualification,30-40%,0-35,0,180,Y,Distinction,87.28571428571429,929.0
M,Scotland,Lower Than A Level,10-20%,35-55,0,60,N,Pass,77.375,3750.0
M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,91.0,1123.0
M,South East Region,HE Qualification,80-90%,35-55,0,75,N,Pass,56.0,152.0
M,South West Region,A Level or Equivalent,60-70%,0-35,1,60,Y,Fail,0.0,245.0
M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,50.0,1013.0
M,Scotland,HE Qualification,10-20%,35-55,0,30,N,Distinction,86.25,339.0
M,South West Region,HE Qualification,90-100%,35-55,0,30,N,Distinction,97.66666666666667,1067.0
M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,67.06666666666666,3572.0
M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,45,N,Fail,29.25,606.0
F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,70.22222222222223,2910.0
M,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,86.25,2386.0
M,North Region,Lower Than A Level,0-10%,35-55,0,90,N,Fail,0.0,
F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,72.42857142857143,2217.0
M,East Anglian Region,Lower Than A Level,70-80%,35-55,1,90,N,Pass,57.90909090909091,6269.0
M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,80.625,2554.0
M,Scotland,Post Graduate Qualification,80-90%,35-55,0,30,N,Pass,65.33333333333333,527.0
F,West Midlands Region,Lower Than A Level,80-90%,35-55,1,60,N,Distinction,87.25,2294.0
M,London Region,Lower Than A Level,0-10%,0-35,1,120,N,Pass,67.66666666666667,964.0
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,76.28571428571429,1992.0
M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,71.55555555555556,704.0
M,Ireland,HE Qualification,70-80%,0-35,0,60,N,Distinction,82.81818181818181,411.0
M,East Midlands Region,Lower Than A Level,80-90%,0-35,2,180,N,Pass,71.44444444444444,847.0
M,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,51.5625,1445.0
F,Wales,Lower Than A Level,0-10%,35-55,2,120,N,Fail,37.333333333333336,349.0
F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,82.07142857142857,1426.0
M,North Region,A Level or Equivalent,60-70%,35-55,1,60,N,Fail,0.0,65.0
F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,13.0
M,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Fail,0.0,217.0
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,57.75,2750.0
M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,68.0,681.0
M,Ireland,Lower Than A Level,30-40%,0-35,1,60,N,Pass,48.0,797.0
F,London Region,Lower Than A Level,20-30%,0-35,0,120,Y,Pass,71.58333333333333,1351.0
F,East Anglian Region,Lower Than A Level,80-90%,0-35,4,60,N,Pass,66.0,373.0
M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,0.0,
F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,66.25,18.0
M,East Anglian Region,HE Qualification,20-30%,35-55,0,150,N,Distinction,89.5,1354.0
M,Scotland,HE Qualification,90-100%,35-55,1,60,Y,Pass,66.85714285714286,817.0
F,Wales,HE Qualification,20-30%,0-35,0,60,N,Pass,50.785714285714285,1065.0
F,South West Region,HE Qualification,70-80%,0-35,0,60,N,Pass,68.42857142857143,861.0
M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Distinction,81.57142857142857,1163.0
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,Y,Fail,0.0,205.0
F,North Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,38.45454545454545,10981.0
F,Scotland,Lower Than A Level,30-40%,0-35,2,90,N,Pass,61.0,444.0
F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,39.666666666666664,199.0
F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,47.583333333333336,281.0
F,London Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,81.57142857142857,776.0
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,0.0,9.0
M,South Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,81.78571428571429,1579.0
M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,63.0,203.0
F,London Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,49.833333333333336,157.0
M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,33.75,367.0
M,West Midlands Region,HE Qualification,30-40%,0-35,2,120,N,Fail,44.25,697.0
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,78.71428571428571,2262.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,90,Y,Pass,66.54545454545455,1355.0
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,1,60,N,Fail,0.0,56.0
F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,42.57142857142857,666.0
F,Wales,Lower Than A Level,40-50%,0-35,0,270,Y,Fail,35.5,342.0
M,North Western Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,75.75,371.0
F,North Western Region,A Level or Equivalent,10-20%,35-55,0,150,Y,Pass,75.0,1988.0
M,East Anglian Region,A Level or Equivalent,80-90%,35-55,3,150,N,Fail,0.0,
M,East Midlands Region,A Level or Equivalent,80-90%,35-55,1,60,N,Pass,62.42857142857143,
F,London Region,A Level or Equivalent,40-50%,35-55,1,90,N,Fail,42.45454545454545,782.0
M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,68.16666666666667,518.0
F,East Anglian Region,Lower Than A Level,0-10%,0-35,2,60,N,Pass,78.8,238.0
M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,82.78260869565217,8229.0
M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,37.0,744.0
M,North Western Region,Lower Than A Level,40-50%,35-55,0,90,N,Fail,30.0,454.0
M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,87.27777777777777,2896.0
M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,76.42857142857143,1150.0
M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,74.625,278.0
M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass,80.0,1628.0
M,North Region,Lower Than A Level,10-20%,0-35,0,60,Y,Fail,33.0,702.0
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail,0.0,7.0
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,72.71428571428571,435.0
F,North Western Region,HE Qualification,20-30%,35-55,0,120,Y,Fail,0.0,7.0
M,Scotland,Lower Than A Level,70-80%,35-55,1,120,N,Pass,67.0,311.0
M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail,0.0,1.0
M,South Region,A Level or Equivalent,40-50%,0-35,2,60,N,Pass,72.18181818181819,650.0
M,Yorkshire Region,Lower Than A Level,80-90%,35-55,1,60,N,Pass,63.0,221.0
F,North Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,69.5,674.0
M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,57.714285714285715,1332.0
M,South West Region,HE Qualification,80-90%,0-35,0,60,N,Pass,69.57142857142857,571.0
F,London Region,A Level or Equivalent,80-90%,0-35,2,70,N,Pass,62.0,2466.0
F,Scotland,HE Qualification,10-20%,35-55,0,60,N,Distinction,91.14285714285714,3922.0
M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,47.0,86.0
M,London Region,No Formal quals,20-30%,35-55,2,220,N,Fail,40.0,93.0
F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,71.57142857142857,1066.0
M,Ireland,HE Qualification,0-10%,35-55,0,60,N,Pass,58.785714285714285,1178.0
M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,53.40909090909091,3948.0
M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,87.35714285714286,810.0
M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,84.78571428571429,2223.0
F,London Region,HE Qualification,70-80%,0-35,0,90,N,Pass,73.78571428571429,922.0
M,South East Region,Lower Than A Level,20-30%,0-35,1,160,N,Fail,0.0,
M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,46.285714285714285,286.0
M,Wales,Lower Than A Level,20-30%,0-35,2,180,Y,Fail,15.0,161.0
M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,85.36363636363636,1045.0
F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Pass,61.5625,691.0
F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,63.888888888888886,3250.0
F,Ireland,HE Qualification,60-70%,0-35,0,90,N,Pass,60.85,1583.0
F,South West Region,A Level or Equivalent,80-90%,35-55,0,70,N,Pass,70.84615384615384,1201.0
F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Pass,62.333333333333336,1049.0
M,East Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Pass,77.88888888888889,388.0
F,Scotland,HE Qualification,40-50%,0-35,1,60,N,Distinction,83.0,1746.0
M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,0.0,
F,London Region,HE Qualification,10-20%,0-35,0,60,N,Distinction,86.78571428571429,2737.0
M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,83.66666666666667,1766.0
M,Scotland,A Level or Equivalent,10-20%,0-35,1,150,Y,Pass,65.35714285714286,2785.0
M,South West Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,79.14285714285714,3289.0
F,South East Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,76.0,443.0
M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,63.642857142857146,522.0
F,Scotland,Lower Than A Level,10-20%,0-35,0,120,Y,Pass,57.45454545454545,556.0
M,North Western Region,Lower Than A Level,30-40%,0-35,1,210,N,Fail,0.0,13.0
F,South Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,0.0,
F,London Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,54.785714285714285,1338.0
M,Ireland,A Level or Equivalent,40-50%,0-35,4,120,N,Pass,69.71428571428571,3941.0
M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,61.23076923076923,625.0
F,Scotland,Lower Than A Level,10-20%,0-35,0,240,N,Pass,46.5,178.0
F,Wales,A Level or Equivalent,70-80%,0-35,3,60,N,Fail,0.0,
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,58.8,262.0
M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,15.0,366.0
M,London Region,A Level or Equivalent,20-30%,0-35,1,150,N,Fail,17.333333333333332,348.0
M,South West Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,37.0,26.0
M,Scotland,HE Qualification,20-30%,0-35,1,150,N,Pass,60.0,129.0
